data_zamowienia,produkt,kategoria,miasto,ilosc,cena_jednostkowa,wartosc_zamowienia
2024-04-07,Krem,Kosmetyki,Lublin,3,26.2,78.6
2024-04-07,Laptop,Elektronika,Lublin,1,2375.77,2375.77
2024-04-08,Rower,Sport,Katowice,3,1765.58,5296.74
2024-04-08,Laptop,Elektronika,Białystok,3,3082.0,9246.0
2024-04-08,Spodnie,Odzież,Lublin,2,307.44,614.88
2024-04-08,Klocki,Zabawki,Poznań,2,86.78,173.56
2024-04-08,Bluza,Odzież,Szczecin,2,235.55,471.1
2024-04-10,Lalka,Zabawki,Łódź,2,288.18,576.36
2024-04-10,Lalka,Zabawki,Kraków,5,49.95,249.75
2024-04-10,Słownik,Książki,Gdańsk,3,70.76,212.28
2024-04-11,Koszulka,Odzież,Wrocław,1,47.85,47.85
2024-04-11,Perfumy,Kosmetyki,Kraków,4,179.22,716.88
2024-04-11,Bluza,Odzież,Warszawa,3,131.19,393.57
2024-04-12,Mikser,AGD,Wrocław,1,174.29,174.29
2024-04-12,Laptop,Elektronika,Białystok,2,3066.09,6132.18
2024-04-12,Serum,Kosmetyki,Szczecin,3,195.41,586.23
2024-04-12,Szafa,Meble,Wrocław,2,185.27,370.54
2024-04-12,Bidon,Sport,Poznań,4,223.19,892.76
2024-04-13,Biurko,Meble,Białystok,1,616.72,616.72
2024-04-13,Hantle,Sport,Szczecin,5,1562.58,7812.9
2024-04-14,Powieść,Książki,Katowice,3,56.29,168.87
2024-04-14,Mikser,AGD,Kraków,3,643.79,1931.37
2024-04-14,Lalka,Zabawki,Łódź,5,144.88,724.4
2024-04-14,Atlas,Książki,Katowice,4,79.51,318.04
2024-04-14,Spodnie,Odzież,Katowice,5,151.57,757.85
2024-04-15,Rower,Sport,Katowice,5,1977.98,9889.9
2024-04-15,Atlas,Książki,Łódź,5,73.41,367.05
2024-04-15,Lalka,Zabawki,Warszawa,2,66.47,132.94
2024-04-15,Biurko,Meble,Gdańsk,1,479.38,479.38
2024-04-15,Buty,Odzież,Poznań,5,321.65,1608.25
2024-04-15,Kryminał,Książki,Gdańsk,2,48.46,96.92
2024-04-15,Odkurzacz,AGD,Białystok,3,1447.33,4341.99
2024-04-16,Półka,Meble,Szczecin,1,1288.38,1288.38
2024-04-16,Serum,Kosmetyki,Łódź,1,117.71,117.71
2024-04-16,Kryminał,Książki,Wrocław,5,57.19,285.95
2024-04-16,Puzzle,Zabawki,Gdańsk,3,53.81,161.43
2024-04-17,Laptop,Elektronika,Poznań,5,1266.87,6334.35
2024-04-17,Bidon,Sport,Lublin,4,874.72,3498.88
2024-04-17,Perfumy,Kosmetyki,Kraków,3,45.09,135.27
2024-04-17,Poradnik,Książki,Szczecin,1,76.43,76.43
2024-04-18,Słownik,Książki,Warszawa,5,53.79,268.95
2024-04-18,Koszulka,Odzież,Katowice,3,149.69,449.07
2024-04-18,Puzzle,Zabawki,Gdańsk,4,80.99,323.96
2024-04-18,Smartphone,Elektronika,Katowice,5,1461.13,7305.65
2024-04-18,Lalka,Zabawki,Lublin,5,126.84,634.2
2024-04-19,Powieść,Książki,Warszawa,2,20.39,40.78
2024-04-19,Koszulka,Odzież,Kraków,1,293.33,293.33
2024-04-19,Żelazko,AGD,Warszawa,4,668.98,2675.92
2024-04-21,Pluszak,Zabawki,Kraków,1,91.25,91.25
2024-04-21,Atlas,Książki,Lublin,3,21.96,65.88
2024-04-22,Bluza,Odzież,Gdańsk,3,286.78,860.34
2024-04-22,Powieść,Książki,Warszawa,5,79.37,396.85
2024-04-22,Komoda,Meble,Poznań,1,1884.43,1884.43
2024-04-22,Mikser,AGD,Warszawa,1,215.74,215.74
2024-04-22,Plecak,Sport,Szczecin,1,555.06,555.06
2024-04-23,Smartphone,Elektronika,Poznań,4,3716.65,14866.6
2024-04-23,Auto wyścigowe,Zabawki,Kraków,3,44.68,134.04
2024-04-23,Szampon,Kosmetyki,Warszawa,5,91.58,457.9
2024-04-24,Kryminał,Książki,Warszawa,4,49.65,198.6
2024-04-25,Tablet,Elektronika,Gdańsk,2,2771.64,5543.28
2024-04-25,Koszulka,Odzież,Katowice,5,314.54,1572.7
2024-04-25,Krzesło,Meble,Szczecin,2,361.27,722.54
2024-04-25,Mata do jogi,Sport,Gdańsk,5,867.52,4337.6
2024-04-26,Pluszak,Zabawki,Warszawa,5,291.8,1459.0
2024-04-27,Komoda,Meble,Szczecin,1,1233.41,1233.41
2024-04-27,Klocki,Zabawki,Łódź,3,75.65,226.95
2024-04-27,Ekspres,AGD,Szczecin,5,909.37,4546.85
2024-04-27,Spodnie,Odzież,Białystok,1,362.12,362.12
2024-04-28,Krem,Kosmetyki,Łódź,4,24.93,99.72
2024-04-28,Klocki,Zabawki,Katowice,5,243.43,1217.15
2024-04-29,Atlas,Książki,Łódź,2,68.5,137.0
2024-04-29,Smartwatch,Elektronika,Białystok,2,313.23,626.46
2024-04-30,Mata do jogi,Sport,Gdańsk,2,1013.03,2026.06
2024-04-30,Szafa,Meble,Łódź,3,247.22,741.66
2024-04-30,Kurtka,Odzież,Białystok,2,182.88,365.76
2024-04-30,Plecak,Sport,Szczecin,3,1633.96,4901.88
2024-05-01,Powieść,Książki,Lublin,4,44.83,179.32
2024-05-01,Lalka,Zabawki,Wrocław,2,292.67,585.34
2024-05-01,Atlas,Książki,Lublin,5,26.24,131.2
2024-05-01,Tablet,Elektronika,Gdańsk,2,1852.93,3705.86
2024-05-02,Odkurzacz,AGD,Warszawa,5,252.92,1264.6
2024-05-02,Plecak,Sport,Kraków,3,302.66,907.98
2024-05-03,Odkurzacz,AGD,Gdańsk,4,1156.18,4624.72
2024-05-04,Buty,Odzież,Katowice,5,300.94,1504.7
2024-05-04,Koszulka,Odzież,Białystok,4,140.41,561.64
2024-05-04,Buty,Odzież,Wrocław,1,80.45,80.45
2024-05-04,Koszulka,Odzież,Białystok,1,197.22,197.22
2024-05-05,Spodnie,Odzież,Wrocław,3,49.0,147.0
2024-05-05,Krzesło,Meble,Szczecin,1,1235.79,1235.79
2024-05-06,Bidon,Sport,Lublin,3,318.1,954.3
2024-05-06,Powieść,Książki,Katowice,2,56.6,113.2
2024-05-06,Poradnik,Książki,Łódź,4,20.87,83.48
2024-05-06,Żelazko,AGD,Kraków,1,682.99,682.99
2024-05-07,Powieść,Książki,Białystok,4,34.13,136.52
2024-05-07,Klocki,Zabawki,Lublin,4,71.38,285.52
2024-05-07,Krzesło,Meble,Łódź,2,121.65,243.3
2024-05-07,Odkurzacz,AGD,Lublin,1,619.96,619.96
2024-05-07,Suszarka,AGD,Szczecin,3,1477.86,4433.58
2024-05-07,Poradnik,Książki,Gdańsk,5,42.02,210.1
2024-05-07,Tablet,Elektronika,Kraków,3,2863.11,8589.33
2024-05-08,Serum,Kosmetyki,Katowice,4,52.01,208.04
2024-05-08,Kurtka,Odzież,Poznań,1,144.63,144.63
2024-05-08,Kryminał,Książki,Łódź,3,25.6,76.8
2024-05-08,Smartphone,Elektronika,Kraków,3,2451.62,7354.86
2024-05-09,Tablet,Elektronika,Kraków,3,1928.34,5785.02
2024-05-09,Lalka,Zabawki,Lublin,4,258.44,1033.76
2024-05-09,Smartwatch,Elektronika,Szczecin,2,2824.59,5649.18
2024-05-09,Kryminał,Książki,Lublin,4,65.12,260.48
2024-05-10,Powieść,Książki,Łódź,2,76.72,153.44
2024-05-11,Lalka,Zabawki,Kraków,3,213.82,641.46
2024-05-11,Komoda,Meble,Lublin,3,1146.22,3438.66
2024-05-11,Krzesło,Meble,Łódź,5,1099.06,5495.3
2024-05-11,Słownik,Książki,Poznań,2,69.42,138.84
2024-05-12,Spodnie,Odzież,Katowice,5,157.16,785.8
2024-05-12,Słownik,Książki,Wrocław,2,25.86,51.72
2024-05-12,Ekspres,AGD,Szczecin,5,209.51,1047.55
2024-05-13,Szampon,Kosmetyki,Białystok,1,188.76,188.76
2024-05-13,Balsam,Kosmetyki,Poznań,1,188.13,188.13
2024-05-13,Biurko,Meble,Gdańsk,4,684.95,2739.8
2024-05-13,Powieść,Książki,Poznań,3,58.44,175.32
2024-05-13,Lalka,Zabawki,Kraków,5,193.04,965.2
2024-05-14,Spodnie,Odzież,Warszawa,2,390.69,781.38
2024-05-14,Auto wyścigowe,Zabawki,Lublin,1,275.79,275.79
2024-05-14,Pluszak,Zabawki,Kraków,1,96.15,96.15
2024-05-14,Mata do jogi,Sport,Łódź,2,589.68,1179.36
2024-05-14,Plecak,Sport,Szczecin,5,1497.63,7488.15
2024-05-14,Smartphone,Elektronika,Gdańsk,4,1200.52,4802.08
2024-05-15,Odkurzacz,AGD,Łódź,5,972.5,4862.5
2024-05-15,Smartphone,Elektronika,Wrocław,5,1828.33,9141.65
2024-05-15,Żelazko,AGD,Gdańsk,4,630.56,2522.24
2024-05-15,Auto wyścigowe,Zabawki,Gdańsk,5,215.22,1076.1
2024-05-15,Smartphone,Elektronika,Białystok,5,3804.48,19022.4
2024-05-16,Hantle,Sport,Lublin,2,1435.72,2871.44
2024-05-16,Półka,Meble,Wrocław,2,1543.98,3087.96
2024-05-17,Szafa,Meble,Poznań,5,983.26,4916.3
2024-05-17,Atlas,Książki,Poznań,5,58.91,294.55
2024-05-17,Półka,Meble,Białystok,4,1782.28,7129.12
2024-05-18,Pluszak,Zabawki,Białystok,5,205.27,1026.35
2024-05-18,Półka,Meble,Gdańsk,5,506.57,2532.85
2024-05-19,Koszulka,Odzież,Lublin,4,184.28,737.12
2024-05-19,Smartwatch,Elektronika,Gdańsk,4,428.67,1714.68
2024-05-20,Perfumy,Kosmetyki,Kraków,5,103.76,518.8
2024-05-20,Krem,Kosmetyki,Katowice,4,95.02,380.08
2024-05-20,Kurtka,Odzież,Warszawa,2,138.16,276.32
2024-05-20,Laptop,Elektronika,Białystok,4,3916.19,15664.76
2024-05-20,Pluszak,Zabawki,Gdańsk,5,23.32,116.6
2024-05-20,Balsam,Kosmetyki,Wrocław,5,106.08,530.4
2024-05-21,Hantle,Sport,Wrocław,4,1577.75,6311.0
2024-05-21,Rower,Sport,Poznań,2,944.51,1889.02
2024-05-21,Kryminał,Książki,Gdańsk,5,34.17,170.85
2024-05-22,Bluza,Odzież,Wrocław,1,85.66,85.66
2024-05-22,Lalka,Zabawki,Łódź,2,152.96,305.92
2024-05-22,Lalka,Zabawki,Lublin,5,296.51,1482.55
2024-05-22,Krzesło,Meble,Katowice,3,709.2,2127.6
2024-05-23,Krem,Kosmetyki,Łódź,2,27.25,54.5
2024-05-23,Żelazko,AGD,Katowice,5,1122.26,5611.3
2024-05-24,Powieść,Książki,Szczecin,3,20.51,61.53
2024-05-25,Smartphone,Elektronika,Szczecin,3,405.3,1215.9
2024-05-25,Smartphone,Elektronika,Białystok,1,1170.73,1170.73
2024-05-25,Perfumy,Kosmetyki,Łódź,1,86.43,86.43
2024-05-26,Smartphone,Elektronika,Warszawa,5,966.49,4832.45
2024-05-26,Smartphone,Elektronika,Białystok,4,3660.34,14641.36
2024-05-27,Poradnik,Książki,Lublin,3,33.49,100.47
2024-05-27,Odkurzacz,AGD,Wrocław,4,876.88,3507.52
2024-05-27,Kryminał,Książki,Wrocław,3,33.61,100.83
2024-05-27,Kurtka,Odzież,Kraków,2,180.65,361.3
2024-05-27,Balsam,Kosmetyki,Katowice,4,91.15,364.6
2024-05-27,Poradnik,Książki,Kraków,4,38.57,154.28
2024-05-28,Hantle,Sport,Wrocław,5,425.75,2128.75
2024-05-28,Klocki,Zabawki,Warszawa,2,240.63,481.26
2024-05-28,Koszulka,Odzież,Katowice,3,336.58,1009.74
2024-05-28,Klocki,Zabawki,Szczecin,4,218.66,874.64
2024-05-29,Krzesło,Meble,Poznań,4,1409.81,5639.24
2024-05-29,Półka,Meble,Gdańsk,2,115.14,230.28
2024-05-29,Balsam,Kosmetyki,Szczecin,1,174.79,174.79
2024-05-29,Lalka,Zabawki,Kraków,1,144.28,144.28
2024-05-29,Balsam,Kosmetyki,Poznań,1,174.89,174.89
2024-05-30,Bidon,Sport,Wrocław,2,1559.01,3118.02
2024-05-30,Krzesło,Meble,Łódź,1,240.05,240.05
2024-05-30,Biurko,Meble,Szczecin,1,1606.57,1606.57
2024-05-30,Atlas,Książki,Wrocław,3,43.87,131.61
2024-05-31,Lalka,Zabawki,Kraków,5,43.99,219.95
2024-05-31,Powieść,Książki,Lublin,4,58.66,234.64
2024-05-31,Perfumy,Kosmetyki,Szczecin,1,150.49,150.49
2024-05-31,Suszarka,AGD,Poznań,3,119.72,359.16
2024-06-01,Poradnik,Książki,Wrocław,2,25.42,50.84
2024-06-01,Powieść,Książki,Warszawa,2,77.61,155.22
2024-06-01,Puzzle,Zabawki,Szczecin,3,153.55,460.65
2024-06-01,Atlas,Książki,Kraków,4,48.98,195.92
2024-06-01,Klocki,Zabawki,Lublin,2,48.68,97.36
2024-06-02,Półka,Meble,Gdańsk,3,471.77,1415.31
2024-06-02,Laptop,Elektronika,Wrocław,5,2737.88,13689.4
2024-06-02,Suszarka,AGD,Łódź,5,677.84,3389.2
2024-06-02,Serum,Kosmetyki,Gdańsk,1,137.73,137.73
2024-06-02,Serum,Kosmetyki,Łódź,5,45.06,225.3
2024-06-02,Rower,Sport,Warszawa,2,1980.76,3961.52
2024-06-03,Półka,Meble,Białystok,3,1532.14,4596.42
2024-06-03,Atlas,Książki,Łódź,4,50.27,201.08
2024-06-03,Krem,Kosmetyki,Wrocław,4,142.77,571.08
2024-06-04,Powieść,Książki,Poznań,1,44.36,44.36
2024-06-04,Krzesło,Meble,Poznań,3,496.89,1490.67
2024-06-04,Bluza,Odzież,Lublin,3,173.73,521.19
2024-06-04,Słownik,Książki,Gdańsk,5,30.05,150.25
2024-06-04,Laptop,Elektronika,Poznań,5,776.56,3882.8
2024-06-04,Powieść,Książki,Łódź,5,45.16,225.8
2024-06-05,Atlas,Książki,Lublin,1,20.82,20.82
2024-06-05,Tablet,Elektronika,Lublin,5,1140.09,5700.45
2024-06-05,Ekspres,AGD,Wrocław,2,538.46,1076.92
2024-06-05,Tablet,Elektronika,Szczecin,5,1050.33,5251.65
2024-06-06,Mikser,AGD,Warszawa,1,701.7,701.7
2024-06-06,Koszulka,Odzież,Kraków,2,335.93,671.86
2024-06-06,Auto wyścigowe,Zabawki,Łódź,3,150.55,451.65
2024-06-06,Suszarka,AGD,Białystok,2,199.97,399.94
2024-06-06,Koszulka,Odzież,Lublin,1,210.49,210.49
2024-06-07,Auto wyścigowe,Zabawki,Poznań,4,166.71,666.84
2024-06-07,Odkurzacz,AGD,Poznań,4,218.04,872.16
2024-06-07,Balsam,Kosmetyki,Poznań,1,87.29,87.29
2024-06-07,Koszulka,Odzież,Warszawa,1,365.23,365.23
2024-06-07,Komoda,Meble,Poznań,2,544.61,1089.22
2024-06-08,Kurtka,Odzież,Białystok,2,320.01,640.02
2024-06-08,Pluszak,Zabawki,Katowice,3,163.68,491.04
2024-06-08,Plecak,Sport,Łódź,4,1158.61,4634.44
2024-06-09,Pluszak,Zabawki,Szczecin,1,25.25,25.25
2024-06-09,Kurtka,Odzież,Warszawa,2,215.53,431.06
2024-06-09,Smartwatch,Elektronika,Lublin,3,516.5,1549.5
2024-06-09,Puzzle,Zabawki,Łódź,1,136.48,136.48
2024-06-09,Bluza,Odzież,Białystok,1,125.71,125.71
2024-06-09,Odkurzacz,AGD,Wrocław,5,1238.87,6194.35
2024-06-09,Serum,Kosmetyki,Warszawa,2,140.38,280.76
2024-06-10,Lalka,Zabawki,Poznań,4,118.43,473.72
2024-06-10,Balsam,Kosmetyki,Wrocław,2,95.62,191.24
2024-06-10,Puzzle,Zabawki,Białystok,1,162.39,162.39
2024-06-10,Mata do jogi,Sport,Lublin,5,1828.88,9144.4
2024-06-11,Auto wyścigowe,Zabawki,Gdańsk,5,79.04,395.2
2024-06-11,Puzzle,Zabawki,Gdańsk,5,26.74,133.7
2024-06-11,Atlas,Książki,Lublin,2,57.17,114.34
2024-06-12,Słownik,Książki,Białystok,5,34.05,170.25
2024-06-12,Ekspres,AGD,Kraków,3,1267.75,3803.25
2024-06-12,Perfumy,Kosmetyki,Szczecin,3,127.23,381.69
2024-06-12,Krzesło,Meble,Gdańsk,4,285.48,1141.92
2024-06-12,Biurko,Meble,Łódź,4,985.41,3941.64
2024-06-13,Krzesło,Meble,Wrocław,3,761.13,2283.39
2024-06-13,Krem,Kosmetyki,Katowice,2,158.56,317.12
2024-06-13,Plecak,Sport,Poznań,1,1469.4,1469.4
2024-06-13,Mikser,AGD,Szczecin,4,520.67,2082.68
2024-06-14,Lalka,Zabawki,Warszawa,3,210.8,632.4
2024-06-14,Rower,Sport,Kraków,3,1730.66,5191.98
2024-06-15,Puzzle,Zabawki,Lublin,3,71.34,214.02
2024-06-15,Lalka,Zabawki,Lublin,4,114.19,456.76
2024-06-15,Auto wyścigowe,Zabawki,Katowice,5,175.78,878.9
2024-06-15,Smartwatch,Elektronika,Wrocław,4,2693.46,10773.84
2024-06-15,Słuchawki,Elektronika,Lublin,3,333.59,1000.77
2024-06-15,Buty,Odzież,Kraków,1,186.05,186.05
2024-06-16,Powieść,Książki,Poznań,5,30.41,152.05
2024-06-16,Balsam,Kosmetyki,Szczecin,2,110.93,221.86
2024-06-16,Kryminał,Książki,Katowice,3,66.41,199.23
2024-06-16,Serum,Kosmetyki,Warszawa,4,99.12,396.48
2024-06-16,Auto wyścigowe,Zabawki,Szczecin,4,111.66,446.64
2024-06-17,Mata do jogi,Sport,Białystok,2,1185.17,2370.34
2024-06-17,Mikser,AGD,Lublin,2,1028.7,2057.4
2024-06-17,Szampon,Kosmetyki,Kraków,4,128.98,515.92
2024-06-18,Lalka,Zabawki,Poznań,1,63.99,63.99
2024-06-18,Słuchawki,Elektronika,Kraków,4,2340.24,9360.96
2024-06-18,Kurtka,Odzież,Poznań,2,377.21,754.42
2024-06-18,Perfumy,Kosmetyki,Lublin,5,93.72,468.6
2024-06-19,Spodnie,Odzież,Lublin,1,240.52,240.52
2024-06-19,Słownik,Książki,Szczecin,4,20.41,81.64
2024-06-19,Komoda,Meble,Kraków,4,995.07,3980.28
2024-06-19,Biurko,Meble,Katowice,3,1271.0,3813.0
2024-06-19,Słuchawki,Elektronika,Katowice,2,372.15,744.3
2024-06-19,Szampon,Kosmetyki,Łódź,2,22.08,44.16
2024-06-20,Kryminał,Książki,Białystok,5,48.48,242.4
2024-06-20,Pluszak,Zabawki,Wrocław,2,32.29,64.58
2024-06-20,Krem,Kosmetyki,Szczecin,1,132.65,132.65
2024-06-20,Powieść,Książki,Lublin,1,54.08,54.08
2024-06-20,Kurtka,Odzież,Poznań,5,142.16,710.8
2024-06-21,Koszulka,Odzież,Katowice,2,288.71,577.42
2024-06-22,Pluszak,Zabawki,Warszawa,4,128.43,513.72
2024-06-22,Ekspres,AGD,Lublin,4,1219.41,4877.64
2024-06-22,Atlas,Książki,Wrocław,4,30.19,120.76
2024-06-22,Biurko,Meble,Szczecin,3,1639.76,4919.28
2024-06-22,Klocki,Zabawki,Szczecin,2,80.37,160.74
2024-06-22,Półka,Meble,Szczecin,3,1584.9,4754.7
2024-06-23,Hantle,Sport,Białystok,3,729.01,2187.03
2024-06-23,Biurko,Meble,Poznań,3,1285.24,3855.72
2024-06-23,Szampon,Kosmetyki,Kraków,4,159.08,636.32
2024-06-23,Biurko,Meble,Lublin,3,618.72,1856.16
2024-06-23,Hantle,Sport,Katowice,4,1674.58,6698.32
2024-06-23,Krzesło,Meble,Łódź,4,1472.77,5891.08
2024-06-23,Balsam,Kosmetyki,Poznań,2,72.14,144.28
2024-06-23,Słuchawki,Elektronika,Wrocław,1,2067.6,2067.6
2024-06-23,Słownik,Książki,Gdańsk,4,66.36,265.44
2024-06-24,Balsam,Kosmetyki,Łódź,2,95.23,190.46
2024-06-24,Żelazko,AGD,Gdańsk,2,120.61,241.22
2024-06-24,Poradnik,Książki,Szczecin,1,77.1,77.1
2024-06-24,Suszarka,AGD,Łódź,5,743.53,3717.65
2024-06-25,Lalka,Zabawki,Gdańsk,4,270.81,1083.24
2024-06-25,Puzzle,Zabawki,Katowice,1,175.64,175.64
2024-06-25,Tablet,Elektronika,Lublin,2,200.35,400.7
2024-06-25,Półka,Meble,Katowice,4,1134.58,4538.32
2024-06-25,Mikser,AGD,Katowice,4,725.17,2900.68
2024-06-26,Auto wyścigowe,Zabawki,Łódź,1,228.43,228.43
2024-06-26,Słuchawki,Elektronika,Gdańsk,1,1293.0,1293.0
2024-06-27,Koszulka,Odzież,Warszawa,3,265.79,797.37
2024-06-27,Rower,Sport,Poznań,2,1026.59,2053.18
2024-06-28,Serum,Kosmetyki,Poznań,1,18.67,18.67
2024-06-28,Hantle,Sport,Poznań,4,423.16,1692.64
2024-06-28,Buty,Odzież,Szczecin,3,388.08,1164.24
2024-06-28,Mata do jogi,Sport,Poznań,3,1814.67,5444.01
2024-06-28,Półka,Meble,Łódź,1,526.07,526.07
2024-06-28,Smartphone,Elektronika,Kraków,1,3046.29,3046.29
2024-06-28,Słuchawki,Elektronika,Lublin,1,448.39,448.39
2024-06-29,Plecak,Sport,Katowice,4,1606.32,6425.28
2024-06-29,Puzzle,Zabawki,Białystok,3,184.36,553.08
2024-06-30,Szampon,Kosmetyki,Gdańsk,2,136.07,272.14
2024-06-30,Mikser,AGD,Katowice,3,1471.12,4413.36
2024-06-30,Krzesło,Meble,Katowice,3,589.86,1769.58
2024-07-01,Atlas,Książki,Białystok,4,65.38,261.52
2024-07-01,Odkurzacz,AGD,Wrocław,4,232.0,928.0
2024-07-02,Hantle,Sport,Łódź,1,1126.96,1126.96
2024-07-02,Rower,Sport,Gdańsk,1,553.28,553.28
2024-07-02,Krzesło,Meble,Łódź,5,1600.83,8004.15
2024-07-02,Puzzle,Zabawki,Szczecin,5,228.91,1144.55
2024-07-02,Mata do jogi,Sport,Gdańsk,4,72.07,288.28
2024-07-02,Laptop,Elektronika,Gdańsk,5,203.2,1016.0
2024-07-03,Ekspres,AGD,Kraków,5,1452.81,7264.05
2024-07-03,Auto wyścigowe,Zabawki,Poznań,1,103.93,103.93
2024-07-03,Mata do jogi,Sport,Warszawa,1,1241.92,1241.92
2024-07-03,Buty,Odzież,Szczecin,1,208.5,208.5
2024-07-03,Żelazko,AGD,Wrocław,4,363.52,1454.08
2024-07-03,Hantle,Sport,Poznań,3,1336.77,4010.31
2024-07-04,Pluszak,Zabawki,Lublin,5,35.18,175.9
2024-07-04,Ekspres,AGD,Kraków,1,1256.52,1256.52
2024-07-04,Plecak,Sport,Kraków,2,325.97,651.94
2024-07-04,Pluszak,Zabawki,Katowice,4,95.95,383.8
2024-07-04,Smartwatch,Elektronika,Gdańsk,2,2367.07,4734.14
2024-07-04,Perfumy,Kosmetyki,Poznań,1,105.39,105.39
2024-07-04,Żelazko,AGD,Białystok,3,194.13,582.39
2024-07-05,Balsam,Kosmetyki,Poznań,3,45.83,137.49
2024-07-05,Smartwatch,Elektronika,Wrocław,4,485.16,1940.64
2024-07-06,Plecak,Sport,Wrocław,4,1843.34,7373.36
2024-07-06,Klocki,Zabawki,Warszawa,5,279.44,1397.2
2024-07-06,Suszarka,AGD,Kraków,4,627.32,2509.28
2024-07-06,Suszarka,AGD,Katowice,5,381.11,1905.55
2024-07-06,Koszulka,Odzież,Łódź,5,246.61,1233.05
2024-07-06,Kryminał,Książki,Szczecin,4,63.65,254.6
2024-07-06,Komoda,Meble,Poznań,2,1342.43,2684.86
2024-07-07,Szafa,Meble,Kraków,1,958.64,958.64
2024-07-07,Mata do jogi,Sport,Białystok,3,946.12,2838.36
2024-07-07,Słuchawki,Elektronika,Katowice,5,1571.41,7857.05
2024-07-07,Pluszak,Zabawki,Wrocław,4,45.26,181.04
2024-07-07,Buty,Odzież,Poznań,3,269.94,809.82
2024-07-07,Bidon,Sport,Katowice,5,633.23,3166.15
2024-07-08,Odkurzacz,AGD,Lublin,4,619.43,2477.72
2024-07-08,Tablet,Elektronika,Lublin,4,2499.36,9997.44
2024-07-08,Hantle,Sport,Wrocław,2,630.99,1261.98
2024-07-09,Balsam,Kosmetyki,Szczecin,3,116.77,350.31
2024-07-09,Auto wyścigowe,Zabawki,Białystok,3,240.67,722.01
2024-07-09,Powieść,Książki,Wrocław,1,72.71,72.71
2024-07-10,Słownik,Książki,Katowice,5,21.48,107.4
2024-07-10,Atlas,Książki,Lublin,1,67.7,67.7
2024-07-10,Żelazko,AGD,Katowice,5,812.06,4060.3
2024-07-11,Bluza,Odzież,Katowice,1,171.97,171.97
2024-07-11,Komoda,Meble,Wrocław,5,533.46,2667.3
2024-07-11,Biurko,Meble,Szczecin,3,1495.71,4487.13
2024-07-12,Hantle,Sport,Gdańsk,2,1341.1,2682.2
2024-07-12,Odkurzacz,AGD,Gdańsk,4,1100.91,4403.64
2024-07-12,Kryminał,Książki,Lublin,4,59.52,238.08
2024-07-12,Atlas,Książki,Białystok,3,53.95,161.85
2024-07-13,Laptop,Elektronika,Łódź,2,3359.49,6718.98
2024-07-13,Bluza,Odzież,Lublin,1,347.91,347.91
2024-07-13,Biurko,Meble,Poznań,5,423.97,2119.85
2024-07-13,Bluza,Odzież,Lublin,5,346.64,1733.2
2024-07-13,Bluza,Odzież,Lublin,5,286.78,1433.9
2024-07-13,Suszarka,AGD,Poznań,2,374.67,749.34
2024-07-13,Smartphone,Elektronika,Warszawa,5,3148.49,15742.45
2024-07-14,Atlas,Książki,Szczecin,1,61.58,61.58
2024-07-14,Hantle,Sport,Białystok,4,1878.69,7514.76
2024-07-14,Auto wyścigowe,Zabawki,Katowice,4,23.32,93.28
2024-07-14,Ekspres,AGD,Lublin,1,1202.32,1202.32
2024-07-14,Koszulka,Odzież,Warszawa,4,141.35,565.4
2024-07-14,Szampon,Kosmetyki,Wrocław,2,177.98,355.96
2024-07-14,Kryminał,Książki,Warszawa,5,22.24,111.2
2024-07-15,Koszulka,Odzież,Białystok,5,261.4,1307.0
2024-07-15,Perfumy,Kosmetyki,Lublin,1,179.28,179.28
2024-07-15,Puzzle,Zabawki,Łódź,1,266.44,266.44
2024-07-15,Komoda,Meble,Kraków,2,1706.08,3412.16
2024-07-15,Rower,Sport,Łódź,4,1109.46,4437.84
2024-07-15,Biurko,Meble,Lublin,4,1530.25,6121.0
2024-07-15,Mata do jogi,Sport,Gdańsk,1,377.94,377.94
2024-07-15,Balsam,Kosmetyki,Białystok,3,177.41,532.23
2024-07-16,Rower,Sport,Gdańsk,5,1001.17,5005.85
2024-07-16,Słuchawki,Elektronika,Poznań,2,663.45,1326.9
2024-07-16,Perfumy,Kosmetyki,Katowice,1,85.55,85.55
2024-07-16,Klocki,Zabawki,Łódź,2,160.56,321.12
2024-07-17,Bidon,Sport,Szczecin,4,1824.64,7298.56
2024-07-17,Balsam,Kosmetyki,Białystok,5,143.29,716.45
2024-07-17,Lalka,Zabawki,Warszawa,3,251.69,755.07
2024-07-17,Powieść,Książki,Warszawa,4,66.63,266.52
2024-07-17,Plecak,Sport,Kraków,4,1457.4,5829.6
2024-07-17,Kryminał,Książki,Białystok,4,74.41,297.64
2024-07-18,Mata do jogi,Sport,Katowice,5,1492.55,7462.75
2024-07-18,Suszarka,AGD,Białystok,3,734.16,2202.48
2024-07-18,Rower,Sport,Poznań,4,915.66,3662.64
2024-07-20,Koszulka,Odzież,Białystok,2,189.22,378.44
2024-07-20,Spodnie,Odzież,Wrocław,3,119.95,359.85
2024-07-20,Hantle,Sport,Kraków,3,672.0,2016.0
2024-07-20,Tablet,Elektronika,Szczecin,5,1093.92,5469.6
2024-07-20,Perfumy,Kosmetyki,Białystok,1,19.8,19.8
2024-07-20,Bluza,Odzież,Łódź,1,86.32,86.32
2024-07-21,Rower,Sport,Katowice,1,968.24,968.24
2024-07-21,Auto wyścigowe,Zabawki,Białystok,5,184.71,923.55
